0,1,2,label
160.2,2483.0,24.83,01
161.2,2484.0,24.84,01
162.2,2438.0,24.88,01
163.0,2431.0,24.81,01
163.2,2439.0,24.89,01
164.0,2438.0,24.88,01
166.0,2430.0,24.8,01
166.2,2430.0,24.8,01
168.0,2432.0,24.82,01
168.1,2412.0,24.72,01
168.2,2432.0,24.82,01
169.0,2435.0,24.85,01
169.1,2435.0,24.85,01
169.2,2435.0,24.85,01
170.1,2433.0,24.83,01
170.2,21133.0,24.83,01
171.1,2435.0,24.85,01
171.2,2435.0,24.85,01
172.0,2433.0,24.83,01
172.1,2433.0,24.83,01
173.0,2433.0,24.83,01
173.1,2433.0,24.83,01
173.2,2433.0,24.83,01
174.0,2433.0,24.83,01
174.2,2433.0,24.83,01
176.0,21118.0,24.78,01
176.2,2438.0,24.88,01
177.0,2482.0,24.82,01
177.1,2482.0,24.82,01
178.0,21183.0,24.83,01
180.1,2483.0,24.83,01
181.0,2483.0,24.83,01
181.1,21188.0,24.88,01
182.0,2436.0,24.86,01
182.1,2435.0,24.85,01
185.0,2430.0,24.8,01
185.1,21130.0,24.8,01
186.0,2433.0,24.83,01
186.1,2433.0,24.83,01
187.1,2436.0,24.86,01
188.1,21139.0,24.89,01
188.2,21133.0,24.83,01
189.0,21136.0,24.86,01
189.1,2436.0,24.86,01
189.2,21136.0,24.86,01
190.0,21182.0,24.82,01
191.0,21136.0,24.86,01
191.1,2436.0,24.86,01
192.1,2433.0,24.83,01
192.2,2433.0,24.83,01
194.2,2434.0,24.84,01
195.0,21169.0,24.69,01
195.1,21169.0,24.69,01
196.1,2430.0,24.8,01
197.1,2436.0,24.86,01
198.0,2463.0,24.63,01
198.1,2463.0,24.63,01
198.2,21163.0,24.63,01
199.0,2463.0,24.63,01
199.1,2463.0,24.63,01
199.2,2463.0,24.63,01
200.0,21165.0,24.65,01
200.1,2465.0,24.65,01
200.2,2466.0,24.66,01
201.0,2433.0,24.83,01
201.1,21133.0,24.83,01
201.2,2433.0,24.83,01
202.0,2436.0,24.86,01
202.1,2435.0,24.85,01
202.2,2435.0,24.85,01
203.1,2436.0,24.86,01
203.2,2415.0,24.75,01
204.0,2435.0,24.85,01
204.1,2435.0,24.85,01
204.2,2436.0,24.86,01
205.0,2438.0,24.88,01
205.2,21133.0,24.83,01
206.0,2422.0,24.82,01
206.1,21182.0,24.82,01
207.2,2482.0,24.82,01
208.2,2482.0,24.82,01
215.0,21186.0,24.86,01
216.2,2428.0,25.28,01
217.2,21188.0,24.88,01
220.0,2435.0,24.85,01
220.1,2436.0,24.86,01
220.2,21135.0,24.85,01
221.0,2438.0,24.88,01
221.2,2478.0,24.78,01
222.0,21163.0,24.63,01
222.1,21163.0,24.63,01
222.2,21163.0,24.63,01
223.0,2432.0,24.82,01
223.1,2432.0,24.82,01
223.2,2432.0,24.82,01
224.0,2430.0,24.8,01
225.2,2414.0,24.74,01
226.2,2468.0,24.68,01
227.0,2463.0,24.63,01
227.1,21163.0,24.63,01
227.2,21163.0,24.63,01
228.0,2432.0,24.82,01
228.1,2432.0,24.82,01
228.2,2432.0,24.82,01
229.2,2438.0,24.88,01
230.0,21133.0,24.83,01
230.1,2433.0,24.83,01
230.2,2413.0,24.73,01
231.2,2886.0,24.86,01
232.1,2490.0,24.9,01
234.0,21193.0,24.93,01
234.2,2493.0,24.93,01
235.1,2493.0,24.93,01
235.2,2493.0,24.93,01
237.2,21181.0,24.81,01
238.0,2483.0,24.83,01
238.1,21183.0,24.83,01
243.2,21168.0,24.68,01
246.1,2466.0,24.66,01
247.1,21166.0,24.66,01
247.2,2466.0,24.66,01
248.0,2463.0,24.63,01
248.1,21163.0,24.63,01
248.2,2463.0,24.63,01
249.0,2466.0,24.66,01
250.0,21163.0,24.63,01
250.1,21163.0,24.63,01
250.2,2463.0,24.63,01
251.0,21133.0,24.83,01
251.1,21133.0,24.83,01
251.2,2413.0,24.73,01
253.2,2435.0,24.85,01
254.0,2435.0,24.85,01
254.1,2436.0,24.86,01
256.0,21133.0,24.83,01
256.1,2433.0,24.83,01
257.0,2433.0,24.83,01
257.1,2433.0,24.83,01
257.2,2433.0,24.83,01
258.2,2439.0,24.89,01
261.2,2438.0,24.88,01
263.2,2483.0,24.83,01
264.0,2403.0,25.03,01
264.1,21183.0,24.83,01
264.2,2483.0,24.83,01
266.1,2483.0,24.83,01
266.2,2489.0,24.89,01
268.2,21188.0,24.88,01
269.0,2483.0,24.83,01
269.1,21183.0,24.83,01
271.0,2483.0,24.83,01
271.1,21183.0,24.83,01
272.0,2483.0,24.83,01
272.1,21183.0,24.83,01
272.2,2483.0,24.83,01
273.0,2483.0,24.83,01
273.1,2488.0,24.88,01
276.0,2483.0,24.83,01
278.2,2433.0,24.83,01
279.0,2436.0,24.86,01
279.1,2436.0,24.86,01
279.2,2436.0,24.86,01
280.0,2436.0,24.86,01
280.1,2436.0,24.86,01
283.0,2483.0,24.83,01
283.1,2483.0,24.83,01
284.1,21185.0,24.85,01
286.0,2493.0,24.93,01
286.1,21193.0,24.93,01
287.2,2438.0,24.88,01
288.0,2438.0,24.88,01
289.0,2433.0,24.83,01
289.1,2433.0,24.83,01
289.2,2433.0,24.83,01
290.0,2435.0,24.85,01
290.1,2435.0,24.85,01
291.0,2433.0,24.83,01
291.1,2333.0,24.83,01
293.0,2466.0,24.66,01
293.1,2466.0,24.66,01
293.2,2466.0,24.66,01
294.1,2463.0,24.63,01
295.0,21133.0,24.83,01
296.1,2868.0,24.68,01
297.1,2433.0,24.83,01
298.0,2432.0,24.82,01
298.1,2433.0,24.83,01
298.2,2432.0,24.82,01
299.0,2436.0,24.86,01
299.1,2436.0,24.86,01
301.2,2438.0,24.88,01
302.1,2433.0,24.83,01
302.2,2433.0,24.83,01
303.2,2433.0,24.83,01
304.0,2483.0,24.83,01
304.2,2833.0,24.83,01
305.0,2433.0,24.83,01
305.1,2433.0,24.83,01
306.0,2436.0,24.86,01
306.1,2436.0,24.86,01
306.2,2476.0,24.76,01
308.0,2434.0,24.84,01
309.2,2468.0,24.68,01
310.0,2463.0,24.63,01
311.1,2462.0,24.62,01
314.0,21166.0,24.66,01
314.1,2465.0,24.65,01
315.1,2430.0,24.8,01
315.2,2430.0,24.8,01
316.0,2436.0,24.86,01
316.1,2436.0,24.86,01
316.2,2438.0,24.88,01
317.1,2838.0,24.88,01
318.1,21183.0,24.83,01
318.2,2483.0,24.83,01
320.1,2496.0,24.96,01
320.2,2405.0,25.05,01
321.2,2500.0,25.0,01
322.1,2498.0,24.98,01
322.2,2498.0,24.98,01
323.0,2496.0,24.96,01
324.2,2498.0,24.98,01
325.0,21193.0,24.93,01
325.1,2493.0,24.93,01
326.0,21189.0,24.89,01
327.0,2485.0,24.85,01
328.1,2483.0,24.83,01
329.0,2482.0,24.82,01
330.1,21183.0,24.83,01
330.2,21183.0,24.83,01
332.0,2492.0,24.92,01
332.1,2492.0,24.92,01
332.2,21103.0,25.03,01
333.0,2483.0,24.83,01
333.1,2423.0,24.83,01
334.0,2488.0,24.88,01
335.2,2488.0,24.88,01
336.0,2489.0,24.89,01
336.2,2893.0,24.93,01
340.2,2493.0,24.93,01
341.0,21193.0,24.93,01
342.0,2486.0,24.86,01
342.2,21186.0,24.86,01
343.2,2483.0,24.83,01
344.0,21182.0,24.82,01
344.1,2482.0,24.82,01
344.2,2438.0,24.88,01
345.0,2433.0,24.83,01
345.1,2838.0,24.88,01
345.2,21113.0,24.73,01
346.0,2433.0,24.83,01
346.1,2433.0,24.83,01
347.1,2433.0,24.83,01
347.2,2469.0,24.69,01
348.0,2469.0,24.69,01
348.2,21163.0,24.63,01
349.0,2463.0,24.63,01
349.1,2463.0,24.63,01
351.1,2430.0,24.8,01
351.2,2430.0,24.8,01
352.0,2430.0,24.8,01
352.1,21110.0,24.7,01
353.1,2410.0,24.7,01
354.0,2430.0,24.8,01
354.2,2430.0,24.8,01
355.1,21133.0,24.83,01
356.1,2436.0,24.86,01
357.0,2483.0,24.83,01
357.1,2483.0,24.83,01
357.2,2483.0,24.83,01
358.0,21183.0,24.83,01
358.1,2483.0,24.83,01
358.2,2438.0,24.88,01
359.0,2438.0,24.88,01
359.1,2439.0,24.89,01
360.0,2482.0,24.82,01
362.0,21183.0,24.83,01
362.1,2483.0,24.83,01
362.2,21183.0,24.83,01
363.1,2483.0,24.83,01
364.0,21183.0,24.83,01
364.1,2483.0,24.83,01
364.2,21136.0,24.86,01
365.1,2436.0,24.86,01
365.2,21136.0,24.86,01
366.0,2436.0,24.86,01
366.1,2436.0,24.86,01
366.2,2335.0,24.85,01
367.0,2435.0,24.85,01
367.1,2435.0,24.85,01
367.2,2432.0,24.82,01
368.0,2432.0,24.82,01
369.0,2433.0,24.83,01
369.2,2433.0,24.83,01
371.0,2438.0,24.88,01
371.1,2438.0,24.88,01
371.2,2438.0,24.88,01
372.1,21138.0,24.88,01
372.2,21183.0,24.83,01
373.1,21183.0,24.83,01
375.0,2483.0,24.83,01
376.0,2439.0,24.89,01
377.0,2438.0,24.88,01
377.2,2436.0,24.86,01
378.0,2436.0,24.86,01
378.1,2416.0,24.76,01
378.2,2413.0,24.73,01
379.1,2433.0,24.83,01
379.2,2436.0,24.86,01
381.2,2468.0,24.68,01
382.1,2468.0,24.68,01
383.1,21166.0,24.66,01
384.0,2430.0,24.8,01
385.2,2463.0,24.63,01
386.0,2463.0,24.63,01
386.1,2463.0,24.63,01
387.0,2433.0,24.83,01
387.1,2433.0,24.83,01
387.2,2463.0,24.63,01
388.0,21163.0,24.63,01
388.1,21163.0,24.63,01
389.0,2413.0,24.73,01
389.1,2493.0,24.93,01
