frame,predicted_digit,,last_4_digits
19,111180,,23.3
23.1,111136,,23.36
23.2,111135,,23.35
28.1,111180,,23.3
30,111138,,23.38
32,111133,,23.33
32.1,111133,,23.33
32.2,111133,,23.33
35.2,111133,,23.33
46,111133,,23.33
46.1,111133,,23.33
46.2,111133,,23.33
48,11021133,,23.33
48.1,111133,,23.33
49,21133,,23.33
49.1,21133,,23.33
49.2,21133,,23.33
51,2629,,23.29
51.1,2629,,23.29
51.2,2629,,23.29
53,21129,,23.29
53.1,1102629,,23.29
53.2,11021129,,23.29
54.1,11021131,,23.31
54.2,11021131,,23.31
55,11021131,,23.31
56,11021134,,23.34
56.1,21134,,23.34
56.2,21134,,23.34
57,21132,,23.32
57.1,21132,,23.32
57.2,21132,,23.32
58,111134,,23.34
58.1,21134,,23.34
58.2,21134,,23.34
59,11021136,,23.36
59.1,111136,,23.36
59.2,21136,,23.36
60,2636,,23.36
60.1,2636,,23.36
60.2,21136,,23.36
61.1,2637,,23.37
61.2,1102631,,23.31
62,2631,,23.31
62.2,21131,,23.31
63,21129,,23.29
63.1,21129,,23.29
63.2,2629,,23.29
64,111130,,23.3
64.1,2630,,23.3
64.2,21130,,23.3
65,2632,,23.32
65.1,21132,,23.32
65.2,21132,,23.32
66,21130,,23.3
66.1,111130,,23.3
66.2,21130,,23.3
67.1,2631,,23.31
68,21130,,23.3
68.1,21130,,23.3
68.2,21130,,23.3
69,21131,,23.31
69.2,2631,,23.31
70,11633,,23.33
70.1,21133,,23.33
70.2,2633,,23.33
71,21129,,23.29
71.1,111129,,23.29
71.2,21129,,23.29
72,111131,,23.31
72.1,111131,,23.31
72.2,2631,,23.31
74,21135,,23.35
74.1,21135,,23.35
74.2,21135,,23.35
75,21135,,23.35
75.1,21135,,23.35
75.2,111135,,23.35
76,111132,,23.32
76.1,111132,,23.32
77,111136,,23.36
77.1,21136,,23.36
77.2,21136,,23.36
78,111136,,23.36
78.1,11636,,23.36
78.2,111136,,23.36
79,11638,,23.38
79.1,111138,,23.38
79.2,111138,,23.38
80,111140,,23.4
80.1,111140,,23.4
80.2,111140,,23.4
81,111136,,23.36
81.1,111136,,23.36
81.2,111136,,23.36
82,21138,,23.38
82.1,21134,,23.34
82.2,21138,,23.38
83,21129,,23.29
83.1,21129,,23.29
83.2,111129,,23.29
84,111132,,23.32
84.1,111132,,23.32
86,111129,,23.29
86.1,111129,,23.29
86.2,21129,,23.29
87,21128,,23.28
87.1,111128,,23.28
87.2,21128,,23.28
88,21123,,23.23
88.1,21123,,23.23
88.2,111123,,23.23
89,21129,,23.29
89.1,111129,,23.29
89.2,21129,,23.29
90,111129,,23.29
90.1,111129,,23.29
90.2,21129,,23.29
91,2633,,23.33
91.1,2633,,23.33
91.2,2633,,23.33
92,21129,,23.29
92.1,11629,,23.29
92.2,21129,,23.29
93,1102626,,23.26
93.1,2626,,23.26
93.2,2626,,23.26
94,2633,,23.33
94.1,111133,,23.33
