frame,predicted_digit,,last_4_digits
148.1,21109,,23.09
148.2,21109,,23.09
149,21109,,23.09
149.1,21109,,23.09
152.1,21105,,23.05
152.2,21105,,23.05
153,11021105,,23.05
154,21102,,23.02
154.1,21109,,23.09
154.2,21101,,23.01
157.1,2295,,22.95
157.2,21195,,22.95
158,21195,,22.95
158.1,21195,,22.95
158.2,2295,,22.95
159,2295,,22.95
159.2,2292,,22.92
160,2292,,22.92
160.1,2295,,22.95
160.2,111195,,22.95
161,21195,,22.95
161.1,2295,,22.95
161.2,21195,,22.95
162,21195,,22.95
162.1,2299,,22.99
162.2,2299,,22.99
163,2299,,22.99
165.1,21102,,23.02
165.2,21102,,23.02
166,21102,,23.02
167.1,21104,,23.04
167.2,21104,,23.04
168,21104,,23.04
168.1,21105,,23.05
168.2,21105,,23.05
169,21105,,23.05
169.1,21104,,23.04
169.2,21104,,23.04
170,21104,,23.04
171.1,21105,,23.05
171.2,21105,,23.05
172,21105,,23.05
172.1,21109,,23.09
174.2,2299,,22.99
175.1,21195,,22.95
175.2,21195,,22.95
176,2295,,22.95
176.1,2295,,22.95
176.2,11295,,22.95
177,2295,,22.95
178,2299,,22.99
178.2,21100,,23
179.1,11299,,22.99
179.2,2299,,22.99
180,2299,,22.99
180.1,2295,,22.95
180.2,2295,,22.95
181,2995,,22.95
181.1,2299,,22.99
185,21101,,23.01
185.2,11299,,22.99
186.2,2293,,22.93
187,21199,,22.99
187.1,21195,,22.95
187.2,21195,,22.95
188,2295,,22.95
188.1,21100,,23
188.2,21100,,23
189,21100,,23
189.1,21193,,22.93
189.2,11299,,22.99
190.1,21193,,22.93
190.2,21199,,22.99
191.1,111194,,22.94
191.2,2294,,22.94
192,21194,,22.94
192.2,2290,,22.9
193,21190,,22.9
194.2,21185,,22.85
195.1,111189,,22.89
196.2,111189,,22.89
197.1,111189,,22.89
199.1,2299,,22.99
199.2,2297,,22.97
200,2299,,22.99
200.1,2295,,22.95
200.2,2256,,22.56
201,21195,,22.95
201.1,2299,,22.99
202.1,11021109,,23.09
202.2,21109,,23.09
203,21109,,23.09
203.1,2299,,22.99
203.2,2299,,22.99
205,21199,,22.99
205.1,2299,,22.99
206.1,21199,,22.99
206.2,2299,,22.99
207,2299,,22.99
207.1,21199,,22.99
208,2299,,22.99
208.1,21105,,23.05
208.2,21105,,23.05
209,21105,,23.05
209.1,21109,,23.09
210,21109,,23.09
210.1,21109,,23.09
218.1,2203,,23.03
222,2219,,23.19
222.1,21119,,23.19
223,2299,,22.99
223.1,2290,,22.9
224,2293,,22.93
224.2,21194,,22.94
225,2294,,22.94
225.1,2294,,22.94
225.2,21199,,22.99
226,2299,,22.99
227,21100,,23
227.1,21100,,23
227.2,21102,,23.02
228,21102,,23.02
228.1,21102,,23.02
228.2,21105,,23.05
229,21105,,23.05
229.1,21105,,23.05
230.1,21103,,23.03
230.2,21109,,23.09
231,21109,,23.09
231.1,21109,,23.09
231.2,21105,,23.05
232,21105,,23.05
232.1,21105,,23.05
232.2,21104,,23.04
233,21104,,23.04
233.1,21104,,23.04
233.2,21104,,23.04
234,21104,,23.04
234.1,21104,,23.04
234.2,21105,,23.05
235,21105,,23.05
235.1,21105,,23.05
235.2,21105,,23.05
236,21105,,23.05
236.1,21105,,23.05
236.2,11021105,,23.05
237,21105,,23.05
237.1,21105,,23.05
237.2,21109,,23.09
238.2,21105,,23.05
239,21105,,23.05
239.1,21105,,23.05
240.1,21105,,23.05
240.2,11021105,,23.05
241,21105,,23.05
241.1,21105,,23.05
242.1,21109,,23.09
243,21104,,23.04
243.1,21109,,23.09
243.2,21199,,22.99
244,2259,,22.59
244.1,21199,,22.99
244.2,2294,,22.94
245.1,2294,,22.94
246,21199,,22.99
246.1,21199,,22.99
246.2,2295,,22.95
247,2295,,22.95
247.1,21195,,22.95
247.2,2293,,22.93
248.1,2293,,22.93
250,1121199,,22.99
250.1,112299,,22.99
250.2,2299,,22.99
251,21199,,22.99
251.1,2299,,22.99
251.2,2295,,22.95
252,2295,,22.95
252.1,2295,,22.95
252.2,2299,,22.99
253.1,21199,,22.99
254.1,2299,,22.99
254.2,21199,,22.99
255,21199,,22.99
255.1,2299,,22.99
255.2,21104,,23.04
256,21104,,23.04
256.1,21104,,23.04
257,21110,,23.1
257.1,21110,,23.1
257.2,21112,,23.12
258.1,21112,,23.12
259.2,21105,,23.05
260,21105,,23.05
260.1,21105,,23.05
260.2,21109,,23.09
261,21109,,23.09
261.1,21109,,23.09
262.1,21109,,23.09
262.2,21105,,23.05
263,21105,,23.05
263.1,21105,,23.05
264,21109,,23.09
265,2299,,22.99
265.1,2299,,22.99
265.2,21199,,22.99
266,21199,,22.99
266.1,2299,,22.99
266.2,21109,,23.09
267,21109,,23.09
267.1,21109,,23.09
267.2,21102,,23.02
268,21102,,23.02
268.2,2299,,22.99
269,2299,,22.99
269.1,21199,,22.99
269.2,2295,,22.95
270,21195,,22.95
270.1,2295,,22.95
270.2,2295,,22.95
271,2295,,22.95
271.1,2295,,22.95
271.2,2295,,22.95
272,2295,,22.95
272.1,2295,,22.95
272.2,2295,,22.95
273,21195,,22.95
273.1,21195,,22.95
273.2,2294,,22.94
274,2294,,22.94
274.1,2294,,22.94
275,2299,,22.99
276,2289,,22.89
276.1,2289,,22.89
276.2,2299,,22.99
277,21199,,22.99
277.1,2299,,22.99
277.2,2292,,22.92
278,21192,,22.92
278.1,2292,,22.92
278.2,2290,,22.9
279,21190,,22.9
279.1,2290,,22.9
280,21190,,22.9
280.1,2290,,22.9
280.2,21190,,22.9
281,2290,,22.9
281.1,2290,,22.9
281.2,21194,,22.94
282,21194,,22.94
282.1,2294,,22.94
282.2,2295,,22.95
283,2295,,22.95
283.1,2295,,22.95
283.2,2294,,22.94
284,2294,,22.94
284.1,2294,,22.94
284.2,2295,,22.95
285,2295,,22.95
285.1,2295,,22.95
285.2,2295,,22.95
286,2295,,22.95
286.1,21195,,22.95
286.2,2295,,22.95
287,2295,,22.95
287.1,2295,,22.95
288,21190,,22.9
288.1,2290,,22.9
288.2,2289,,22.89
289,2289,,22.89
289.1,2289,,22.89
289.2,21189,,22.89
290.1,2289,,22.89
290.2,2293,,22.93
291,2293,,22.93
291.1,1102293,,22.93
291.2,2293,,22.93
292,21193,,22.93
292.2,21195,,22.95
293,2295,,22.95
293.1,21195,,22.95
293.2,21195,,22.95
294,21195,,22.95
294.1,2295,,22.95
295,2299,,22.99
295.2,21104,,23.04
296,21104,,23.04
296.1,21104,,23.04
296.2,21105,,23.05
297,21105,,23.05
297.1,21105,,23.05
297.2,21105,,23.05
298,21105,,23.05
298.1,21105,,23.05
298.2,21104,,23.04
299,21104,,23.04
299.1,21104,,23.04
299.2,21109,,23.09
300.1,21109,,23.09
300.2,21119,,23.19
