frame,predicted_digit,,last_4_digits
1.1,11021193,,22.93
2.1,11021190,,22.9
2.2,11021190,,22.9
3,11021190,,22.9
4,1021189,,22.89
4.1,1102290,,22.9
4.2,1102290,,22.9
5,2290,,22.9
5.1,21196,,22.96
5.2,11021196,,22.96
6,1102296,,22.96
6.1,11021196,,22.96
6.2,11021196,,22.96
7,21196,,22.96
7.1,11021199,,22.99
7.2,11021199,,22.99
8,11021199,,22.99
8.1,11021196,,22.96
8.2,21196,,22.96
9,111196,,22.96
9.1,11021196,,22.96
9.2,11021196,,22.96
10,11021196,,22.96
11,11021199,,22.99
11.2,11021101,,23.01
12.1,11021101,,23.01
13.1,21199,,22.99
13.2,1102299,,22.99
14.1,11021100,,23
14.2,11021100,,23
15,11021100,,23
15.1,11021100,,23
15.2,11021100,,23
16,11021100,,23
16.1,11021104,,23.04
16.2,11021104,,23.04
17,11021104,,23.04
19.1,11021109,,23.09
20,11021109,,23.09
20.1,11021109,,23.09
20.2,21109,,23.09
21,11021109,,23.09
21.1,11021109,,23.09
22,11021109,,23.09
22.1,11021106,,23.06
22.2,11021106,,23.06
23,11021106,,23.06
23.1,11021106,,23.06
23.2,11021106,,23.06
24,21106,,23.06
24.1,11021100,,23
24.2,11021100,,23
25,11021100,,23
26.2,21199,,22.99
27,11021199,,22.99
27.1,11021100,,23
27.2,11021100,,23
28,11021100,,23
28.1,2293,,22.93
28.2,1102299,,22.99
29.1,11021100,,23
29.2,11021100,,23
30,11021100,,23
31.2,11021102,,23.02
32,11021102,,23.02
32.1,21106,,23.06
32.2,11021106,,23.06
33,11021106,,23.06
33.2,21100,,23
34,11021100,,23
34.1,21196,,22.96
34.2,11021196,,22.96
35,1102296,,22.96
35.2,21199,,22.99
37.1,11021196,,22.96
37.2,1102296,,22.96
38,21196,,22.96
38.1,21194,,22.94
38.2,21194,,22.94
39,21194,,22.94
40.2,21192,,22.92
41.1,21194,,22.94
41.2,21194,,22.94
42,21194,,22.94
42.1,21199,,22.99
43.1,21100,,23
43.2,21100,,23
44,21100,,23
44.1,21104,,23.04
44.2,21104,,23.04
45,21104,,23.04
46.2,2296,,22.96
47,2296,,22.96
47.1,21196,,22.96
47.2,2296,,22.96
48,21196,,22.96
51.1,2289,,22.89
52.1,21186,,22.86
52.2,21186,,22.86
53,21186,,22.86
53.1,21189,,22.89
54.1,2290,,22.9
55,2290,,22.9
55.2,21192,,22.92
56,11021192,,22.92
57.1,21196,,22.96
57.2,21196,,22.96
58,21196,,22.96
58.1,21196,,22.96
58.2,21196,,22.96
59,2296,,22.96
59.1,21194,,22.94
59.2,2294,,22.94
60,2294,,22.94
62.1,21199,,22.99
62.2,21199,,22.99
63.1,11021194,,22.94
63.2,21194,,22.94
64,11021194,,22.94
64.2,21190,,22.9
66,11296,,22.96
66.1,21199,,22.99
67,21190,,22.9
69,21101,,23.01
69.1,21104,,23.04
69.2,21104,,23.04
70,21104,,23.04
70.1,11021106,,23.06
70.2,11021106,,23.06
71,11021106,,23.06
71.1,11021106,,23.06
71.2,11021106,,23.06
