frame,predicted_digit,,last_4_digits
1.2,2329,,23.29
2,21129,,23.29
2.1,21129,,23.29
2.2,21128,,23.28
3,21128,,23.28
3.1,21128,,23.28
3.2,21131,,23.31
4,21131,,23.31
4.1,21131,,23.31
4.2,21125,,23.25
5,111125,,23.25
5.1,21125,,23.25
5.2,21121,,23.21
6,21121,,23.21
6.1,21121,,23.21
6.2,21125,,23.25
7,21125,,23.25
7.1,21125,,23.25
7.2,111124,,23.24
8,21124,,23.24
8.1,21124,,23.24
8.2,2323,,23.23
9,111123,,23.23
9.1,21123,,23.23
9.2,21121,,23.21
10.2,21123,,23.23
11,21123,,23.23
11.1,21123,,23.23
12.2,21120,,23.2
13,2820,,23.2
13.1,21120,,23.2
13.2,21118,,23.18
14,21118,,23.18
14.1,21118,,23.18
14.2,21120,,23.2
15,21120,,23.2
15.1,21120,,23.2
15.2,21126,,23.26
16,21126,,23.26
16.1,21126,,23.26
16.2,21127,,23.27
17,21127,,23.27
17.1,21127,,23.27
17.2,21125,,23.25
18,21125,,23.25
18.1,21125,,23.25
18.2,21126,,23.26
19,21126,,23.26
19.1,21126,,23.26
19.2,21131,,23.31
20,21131,,23.31
20.1,21131,,23.31
20.2,21133,,23.33
21,21133,,23.33
21.1,21133,,23.33
21.2,21134,,23.34
22,21134,,23.34
22.1,21134,,23.34
22.2,21134,,23.34
23,21134,,23.34
23.1,21134,,23.34
23.2,21131,,23.31
24,21131,,23.31
24.1,21131,,23.31
24.2,21132,,23.32
25,21132,,23.32
25.1,21132,,23.32
25.2,21138,,23.38
26,21138,,23.38
26.1,21138,,23.38
26.2,21137,,23.37
27,2637,,23.37
27.1,21137,,23.37
27.2,21136,,23.36
28,21136,,23.36
28.1,21136,,23.36
28.2,21137,,23.37
29,2337,,23.37
29.1,21137,,23.37
29.2,21139,,23.39
30,21139,,23.39
30.1,21139,,23.39
30.2,21139,,23.39
31,21139,,23.39
31.1,21139,,23.39
31.2,21137,,23.37
32.1,21137,,23.37
32.2,21135,,23.35
33,21135,,23.35
33.1,21135,,23.35
33.2,21134,,23.34
34,21134,,23.34
34.1,21134,,23.34
34.2,21135,,23.35
36,2242,,23.42
36.1,21142,,23.42
36.2,2242,,23.42
37,2247,,23.47
37.1,21147,,23.47
37.2,21147,,23.47
38,21125,,23.25
38.1,21125,,23.25
38.2,21125,,23.25
39,21112,,23.12
39.1,21112,,23.12
39.2,21112,,23.12
40,21114,,23.14
40.1,21114,,23.14
40.2,21114,,23.14
41,21122,,23.22
41.1,21122,,23.22
41.2,21122,,23.22
42,21128,,23.28
42.1,21128,,23.28
42.2,21128,,23.28
43,21132,,23.32
43.1,21132,,23.32
43.2,21132,,23.32
44,21134,,23.34
44.1,21134,,23.34
44.2,21134,,23.34
45,21134,,23.34
45.1,21134,,23.34
45.2,21134,,23.34
46,21132,,23.32
46.1,21132,,23.32
46.2,21132,,23.32
47,21127,,23.27
47.1,21127,,23.27
47.2,21127,,23.27
48,21132,,23.32
48.1,21132,,23.32
48.2,21132,,23.32
49,21132,,23.32
49.1,21132,,23.32
49.2,21132,,23.32
50,21133,,23.33
50.1,21133,,23.33
50.2,21133,,23.33
51,21137,,23.37
51.1,21137,,23.37
51.2,21137,,23.37
52,21133,,23.33
52.1,21133,,23.33
52.2,21133,,23.33
53,21134,,23.34
53.1,21134,,23.34
53.2,21134,,23.34
54,21134,,23.34
54.1,21134,,23.34
54.2,21134,,23.34
55,21136,,23.36
55.1,21135,,23.35
55.2,21135,,23.35
56,21137,,23.37
56.1,21137,,23.37
56.2,21137,,23.37
57,21135,,23.35
57.1,21135,,23.35
57.2,21135,,23.35
58,21131,,23.31
58.1,21131,,23.31
58.2,21131,,23.31
59,21132,,23.32
59.1,21132,,23.32
59.2,21132,,23.32
60,21135,,23.35
60.1,21135,,23.35
60.2,21135,,23.35
61,21135,,23.35
61.1,21135,,23.35
61.2,21135,,23.35
62,21131,,23.31
62.1,21131,,23.31
62.2,21131,,23.31
63,21131,,23.31
63.1,21131,,23.31
63.2,21131,,23.31
64.1,2328,,23.28
64.2,21128,,23.28
65,21130,,23.3
65.1,21130,,23.3
65.2,21130,,23.3
66,21130,,23.3
66.1,21130,,23.3
66.2,21130,,23.3
68.1,21121,,23.21
68.2,2321,,23.21
69,21129,,23.29
69.1,21129,,23.29
69.2,21129,,23.29
70,21135,,23.35
70.1,2335,,23.35
70.2,21135,,23.35
71,21137,,23.37
71.1,21131,,23.31
71.2,21131,,23.31
72,21135,,23.35
72.1,21135,,23.35
72.2,21135,,23.35
73,21138,,23.38
73.1,2838,,23.38
73.2,21138,,23.38
74,21142,,23.42
74.1,21142,,23.42
74.2,21142,,23.42
75,21145,,23.45
75.1,21145,,23.45
75.2,21145,,23.45
76,21148,,23.48
76.1,21148,,23.48
76.2,21148,,23.48
77,21142,,23.42
77.1,21142,,23.42
77.2,21142,,23.42
78,21140,,23.4
78.1,21140,,23.4
78.2,21140,,23.4
79,21140,,23.4
79.1,21140,,23.4
79.2,21140,,23.4
80,21147,,23.47
80.1,21147,,23.47
80.2,21147,,23.47
81,21144,,23.44
