frame,predicted_digit,,last_4_digits
1,711111125,,23.25
1.1,1111111125,,23.25
2,11111123,,23.23
2.2,1111111123,,23.23
4,1111111123,,23.23
5,111123,,23.23
5.1,70111123,,23.23
8,1111111123,,23.23
8.1,111123,,23.23
8.2,111123,,23.23
9,711111123,,23.23
9.2,11111123,,23.23
13,1111111123,,23.23
15,1111111123,,23.23
20.2,1111333,,23.33
21.1,1111111133,,23.33
21.2,1111111133,,23.33
24.1,110111133,,23.33
24.2,70111133,,23.33
26.1,110111133,,23.33
26.2,70111133,,23.33
30.2,21130,,23.3
31.1,11011330,,23.3
32,1111111133,,23.33
33,1111111199,,23.99
33.1,11011899,,23.99
33.2,11329,,23.29
35.2,111121129,,23.29
37.2,1111335,,23.35
38.2,111111321,,23.21
39.1,112313,,23.13
40,1111111113,,23.13
40.1,110111113,,23.13
40.2,110111113,,23.13
46,110111124,,23.24
46.1,11011324,,23.24
46.2,111121124,,23.24
47,11021129,,23.29
47.1,11021129,,23.29
47.2,1102329,,23.29
48.1,111121131,,23.31
49,11011329,,23.29
51.2,110111130,,23.3
52,110111135,,23.35
52.1,110111135,,23.35
52.2,11021135,,23.35
53,1102330,,23.3
53.1,1102330,,23.3
53.2,111121130,,23.3
55.1,111121129,,23.29
55.2,1111111129,,23.29
57.2,11021131,,23.31
60,1111111126,,23.26
60.1,11021125,,23.25
60.2,111121125,,23.25
62,11021133,,23.33
62.1,11021133,,23.33
63,11021125,,23.25
63.1,11021125,,23.25
63.2,11021125,,23.25
65,1111111124,,23.24
65.1,111121124,,23.24
65.2,11021124,,23.24
66.2,111121126,,23.26
67.1,111121130,,23.3
69,1111111130,,23.3
69.1,11021130,,23.3
69.2,111121130,,23.3
70,110111129,,23.29
70.1,111121129,,23.29
71,111121136,,23.36
71.1,111121136,,23.36
74,1111111134,,23.34
74.1,111121134,,23.34
74.2,111121134,,23.34
75,1111111133,,23.33
75.1,111121133,,23.33
75.2,1111111133,,23.33
76,11111126,,23.26
77,111121124,,23.24
77.1,111121124,,23.24
77.2,111121124,,23.24
79.1,11021123,,23.23
79.2,111121123,,23.23
80,1111111124,,23.24
80.1,111121124,,23.24
80.2,1111111124,,23.24
81,111121125,,23.25
81.1,1111111125,,23.25
81.2,1111111125,,23.25
82,1111111126,,23.26
82.1,11021126,,23.26
82.2,11721126,,23.26
84,111121130,,23.3
84.1,1102330,,23.3
86,1111111126,,23.26
86.2,111121126,,23.26
88,110111133,,23.33
88.1,111121133,,23.33
88.2,1111111133,,23.33
89,111121136,,23.36
89.1,11021136,,23.36
89.2,11011336,,23.36
90,1111111135,,23.35
90.1,1102335,,23.35
90.2,1111111135,,23.35
91.1,1111111132,,23.32
92.2,111121129,,23.29
94,111121130,,23.3
94.2,11021130,,23.3
96,111121129,,23.29
