frame,predicted_digit,,last_4_digits
1.1,1102538,,25.38
2,1102538,,25.38
2.2,11112538,,25.38
3,2540,,25.4
5,1102528,,25.28
6,2535,,25.35
6.1,2535,,25.35
6.2,2535,,25.35
7,2532,,25.32
7.1,11112532,,25.32
7.2,112532,,25.32
8,11112534,,25.34
8.1,2534,,25.34
8.2,2534,,25.34
9,112529,,25.29
9.2,112529,,25.29
10,11112529,,25.29
10.1,2529,,25.29
10.2,1102529,,25.29
11,2529,,25.29
11.1,2529,,25.29
11.2,2529,,25.29
12,1102521,,25.21
13.2,11112531,,25.31
14,11112534,,25.34
14.1,11112534,,25.34
14.2,11112534,,25.34
15.1,11112534,,25.34
15.2,11112534,,25.34
16,11112538,,25.38
16.1,11112538,,25.38
16.2,11112538,,25.38
18,11112532,,25.32
18.1,11112532,,25.32
18.2,11112532,,25.32
19,11112532,,25.32
19.1,11112532,,25.32
19.2,11112532,,25.32
20,11112538,,25.38
20.1,11112538,,25.38
20.2,42538,,25.38
21,11112534,,25.34
21.1,1142534,,25.34
21.2,112534,,25.34
22.2,112533,,25.33
23,11112535,,25.35
23.1,11112535,,25.35
23.2,11112535,,25.35
24,11112533,,25.33
25,11112534,,25.34
25.1,112534,,25.34
25.2,1142534,,25.34
26,112535,,25.35
26.1,11112535,,25.35
26.2,11112535,,25.35
28,112526,,25.26
28.1,112526,,25.26
28.2,112526,,25.26
29,11112529,,25.29
29.1,112529,,25.29
29.2,2529,,25.29
30,11112529,,25.29
30.1,11112529,,25.29
30.2,11112529,,25.29
33,112535,,25.35
33.1,1102535,,25.35
33.2,11112535,,25.35
34,11112534,,25.34
34.1,112534,,25.34
34.2,11112534,,25.34
35.1,112538,,25.38
35.2,112538,,25.38
36,112542,,25.42
36.1,7112542,,25.42
36.2,112542,,25.42
37.1,112540,,25.4
37.2,112540,,25.4
38,11112545,,25.45
38.1,112545,,25.45
38.2,112545,,25.45
41,11112542,,25.42
41.1,112542,,25.42
41.2,11112542,,25.42
42,11112544,,25.44
42.1,112544,,25.44
42.2,2544,,25.44
45.1,11112540,,25.4
46,11112539,,25.39
46.1,2539,,25.39
46.2,1142539,,25.39
47,11112539,,25.39
47.2,42539,,25.39
48.2,11112541,,25.41
50.2,11112538,,25.38
52.1,1192538,,25.38
52.2,11112538,,25.38
53,11112531,,25.31
53.1,11112530,,25.3
53.2,11112530,,25.3
55,11112535,,25.35
55.1,11112535,,25.35
55.2,112535,,25.35
56,11112534,,25.34
56.1,11112534,,25.34
56.2,11112534,,25.34
60,2529,,25.29
60.1,11112529,,25.29
60.2,11112529,,25.29
62.1,112530,,25.3
63.1,11112530,,25.3
63.2,11112539,,25.39
64,11112530,,25.3
66.2,112538,,25.38
67,112539,,25.39
67.1,112539,,25.39
67.2,11112539,,25.39
68,112544,,25.44
68.1,112544,,25.44
69,92542,,25.42
69.1,11112542,,25.42
70,11112539,,25.39
70.1,112539,,25.39
70.2,112539,,25.39
71,11112526,,25.26
71.1,11112526,,25.26
71.2,11112526,,25.26
72,112523,,25.23
72.1,1142523,,25.23
73,112524,,25.24
73.1,2524,,25.24
73.2,11112524,,25.24
74,112520,,25.2
74.2,11112520,,25.2
75.1,112521,,25.21
75.2,11112521,,25.21
76,11112519,,25.19
76.2,11112510,,25.1
77.1,11112539,,25.39
77.2,11112539,,25.39
78.1,11112519,,25.19
80,11112532,,25.32
80.1,11112532,,25.32
80.2,112532,,25.32
81,112531,,25.31
82,11112535,,25.35
82.1,11112535,,25.35
82.2,112535,,25.35
83,11112526,,25.26
83.1,11112526,,25.26
83.2,11112526,,25.26
84,11112529,,25.29
84.1,11112529,,25.29
84.2,112529,,25.29
85,1102528,,25.28
85.2,11112528,,25.28
86,11112529,,25.29
86.1,11112529,,25.29
86.2,11112529,,25.29
87,11112524,,25.24
87.1,11112524,,25.24
87.2,11112524,,25.24
88,11112521,,25.21
88.1,112521,,25.21
90,1142521,,25.21
92,1102535,,25.35
92.1,11112535,,25.35
92.2,112535,,25.35
93,11112535,,25.35
93.1,112535,,25.35
93.2,11112535,,25.35
94.2,11112531,,25.31
95,112539,,25.39
95.1,11112539,,25.39
95.2,11112539,,25.39
96,11112542,,25.42
96.1,112542,,25.42
96.2,11112542,,25.42
97,11112539,,25.39
98,11112550,,25.5
98.1,11112550,,25.5
98.2,11112550,,25.5
99,1142559,,25.59
100,11112544,,25.44
100.1,1112544,,25.44
100.2,11112544,,25.44
101,11112542,,25.42
101.1,11112542,,25.42
101.2,11112542,,25.42
102,112542,,25.42
102.1,7112542,,25.42
102.2,11112542,,25.42
103,11112539,,25.39
103.1,11112539,,25.39
103.2,112539,,25.39
104,112536,,25.36
104.1,11112536,,25.36
104.2,112536,,25.36
105,11112534,,25.34
105.2,11112534,,25.34
106,112529,,25.29
106.1,112529,,25.29
106.2,112529,,25.29
107,1192530,,25.3
108,112536,,25.36
108.1,11112536,,25.36
108.2,11112536,,25.36
110,112532,,25.32
110.1,112532,,25.32
110.2,112532,,25.32
111,112540,,25.4
111.1,11112540,,25.4
112,11112538,,25.38
112.1,11112538,,25.38
112.2,112538,,25.38
113.1,11112543,,25.43
114,1102542,,25.42
114.1,11112542,,25.42
114.2,11112542,,25.42
116.1,1102531,,25.31
116.2,11112531,,25.31
117.1,11112539,,25.39
117.2,2539,,25.39
118,2539,,25.39
118.1,112539,,25.39
118.2,11112539,,25.39
119,112529,,25.29
119.1,11112529,,25.29
119.2,112529,,25.29
120,112532,,25.32
120.1,1102532,,25.32
