frame,predicted_digit,,last_4_digits
2,2503,,25.03
3,2505,,25.05
3.1,2505,,25.05
3.2,2505,,25.05
4,2506,,25.06
4.1,21106,,25.06
5,2503,,25.03
5.1,2503,,25.03
5.2,2503,,25.03
7,21199,,24.99
7.1,21199,,24.99
7.2,21199,,24.99
8.1,2502,,25.02
8.2,2502,,25.02
9.1,2500,,25
10,2502,,25.02
10.2,2502,,25.02
11,21190,,24.9
11.1,21199,,24.99
11.2,21199,,24.99
12.1,2503,,25.03
13,2502,,25.02
13.1,2502,,25.02
13.2,2502,,25.02
14.2,2502,,25.02
15,2500,,25
15.2,2500,,25
17,2503,,25.03
17.1,2503,,25.03
17.2,2503,,25.03
18,2500,,25
18.2,2500,,25
19,2500,,25
20,21193,,24.93
21.1,21193,,24.93
23,2506,,25.06
23.1,2506,,25.06
23.2,2506,,25.06
25,2513,,25.13
25.1,2513,,25.13
26,2536,,25.16
27.1,2515,,25.15
28,2523,,25.23
28.1,2523,,25.23
28.2,2523,,25.23
29.2,2526,,25.26
30.2,2536,,25.16
31.1,2533,,25.13
32,2520,,25.2
33,2513,,25.13
35,2512,,25.12
35.2,2512,,25.12
36,2509,,25.09
36.1,2509,,25.09
37.1,2503,,25.03
37.2,2503,,25.03
38,2530,,25.1
40,2506,,25.06
40.1,2506,,25.06
41.1,2508,,25.08
42.1,2512,,25.12
44,2520,,25.2
44.1,2520,,25.2
45,2520,,25.2
45.1,2520,,25.2
46.1,2523,,25.23
46.2,2523,,25.23
49.1,2520,,25.2
49.2,2529,,25.29
50,2526,,25.26
50.1,2526,,25.26
50.2,2526,,25.26
53,2526,,25.26
53.1,2526,,25.26
53.2,2526,,25.26
54,2523,,25.23
54.2,2523,,25.23
55.1,2528,,25.28
56,2525,,25.25
56.1,2525,,25.25
56.2,2525,,25.25
57,2525,,25.25
57.1,2525,,25.25
57.2,2525,,25.25
59.1,2528,,25.28
60,2533,,25.33
60.1,2533,,25.33
61.1,2532,,25.32
61.2,2532,,25.32
62,2538,,25.38
63,2535,,25.35
64,2536,,25.36
66.2,2530,,25.3
68,2522,,25.22
68.1,2522,,25.22
68.2,2522,,25.22
69.1,2518,,25.18
69.2,2518,,25.18
70,2512,,25.12
70.1,2512,,25.12
73,2512,,25.12
73.2,2512,,25.12
74,2512,,25.12
74.1,2516,,25.16
74.2,2516,,25.16
76.1,2503,,25.03
76.2,2503,,25.03
78,2508,,25.08
78.2,2508,,25.08
79,21103,,25.03
80.2,2508,,25.08
82.1,2503,,25.03
83,2508,,25.08
90,2523,,25.23
90.1,2523,,25.23
90.2,2523,,25.23
91,2525,,25.25
91.1,2525,,25.25
91.2,2525,,25.25
93.1,2528,,25.28
93.2,2528,,25.28
94,2526,,25.26
94.1,2526,,25.26
94.2,2526,,25.26
95.1,2523,,25.23
95.2,2523,,25.23
96,2529,,25.29
96.1,2520,,25.2
98,2525,,25.25
98.1,2525,,25.25
98.2,2525,,25.25
99.1,2524,,25.24
101.1,21128,,25.28
102,2520,,25.2
103.1,2520,,25.2
103.2,2520,,25.2
