frame,predicted_digit,,last_4_digits
295.1,2494,,24.94
295.2,1102494,,24.94
297.1,82499,,24.99
298,1102499,,24.99
299,402490,,24.9
299.1,2499,,24.99
300,402490,,24.9
301.1,2495,,24.95
301.2,2495,,24.95
302,1102495,,24.95
302.1,402493,,24.93
303.2,2492,,24.92
304.1,2492,,24.92
304.2,402492,,24.92
305,2492,,24.92
305.2,1102490,,24.9
306.1,2495,,24.95
306.2,2495,,24.95
307,2495,,24.95
309.1,802498,,24.98
310,1102499,,24.99
312.1,2502,,25.02
312.2,2502,,25.02
313,1102502,,25.02
313.1,1102502,,25.02
315.1,2495,,24.95
315.2,2495,,24.95
316,11112495,,24.95
316.1,1102496,,24.96
316.2,2496,,24.96
317.2,402502,,25.02
318,2502,,25.02
318.1,2499,,24.99
318.2,1102499,,24.99
319.2,1102506,,25.06
320,1102506,,25.06
322.2,1102509,,25.09
323.2,2500,,25
325.1,2505,,25.05
325.2,2505,,25.05
326,2505,,25.05
326.2,1102502,,25.02
327,2502,,25.02
328.1,402504,,25.04
328.2,2504,,25.04
329.1,2495,,24.95
330,1102495,,24.95
331.2,2498,,24.98
334.1,1102502,,25.02
334.2,2502,,25.02
335.1,2504,,25.04
335.2,2504,,25.04
336.1,2505,,25.05
