frame,predicted_digit,,last_4_digits
1.2,21100,,24.8
2,1121100,,24.8
3.2,11111101,,24.81
4.1,111101,,24.81
4.2,11021101,,24.81
5,1121101,,24.81
6.1,110111101,,24.81
6.2,1121171,,24.71
7.1,1111111111,,24.71
10.1,2419,,24.79
10.2,21119,,24.79
11,2419,,24.79
11.1,2119,,24.79
11.2,21119,,24.79
12,21119,,24.79
14.2,2411,,24.71
15.1,21169,,24.69
15.2,21169,,24.69
16,21169,,24.69
17.1,21110,,24.7
18.2,2400,,24.8
19.1,2405,,24.85
19.2,21105,,24.85
20,21105,,24.85
21,21103,,24.83
21.2,21100,,24.8
22.1,21104,,24.84
22.2,2104,,24.84
23.2,21104,,24.84
24.1,21190,,24.9
27,21101,,24.81
28.1,21105,,24.85
29,21105,,24.85
29.2,21101,,24.81
31,21102,,24.82
31.1,21181,,24.81
31.2,21101,,24.81
32,21101,,24.81
32.2,2411,,24.71
33.2,21116,,24.76
34.1,21112,,24.72
34.2,21112,,24.72
35,21112,,24.72
36.1,21169,,24.69
37,21169,,24.69
37.1,21161,,24.61
42.2,21112,,24.72
44,21113,,24.73
45.2,21111,,24.71
46.1,21115,,24.75
46.2,21115,,24.75
48,21114,,24.74
49,21112,,24.72
49.2,21115,,24.75
52,21113,,24.73
52.2,2111,,24.71
53.1,2115,,24.75
54.1,21111,,24.71
55,21111,,24.71
58.1,21104,,24.84
58.2,21104,,24.84
59,21104,,24.84
61.2,21112,,24.72
67.1,21102,,24.82
67.2,21102,,24.82
70.1,21104,,24.84
70.2,21104,,24.84
71,21104,,24.84
71.1,21102,,24.82
72,21102,,24.82
73.1,21111,,24.71
73.2,21111,,24.71
74,21111,,24.71
74.1,21111,,24.71
74.2,21111,,24.71
75,21111,,24.71
76,21114,,24.74
77.1,21113,,24.73
79.1,21102,,24.82
79.2,11021102,,24.82
81,21106,,24.86
82.1,21105,,24.85
82.2,21105,,24.85
83,21105,,24.85
85.1,21100,,24.8
88.2,21101,,24.81
89,21101,,24.81
90.1,21105,,24.85
90.2,21105,,24.85
92.1,21104,,24.84
92.2,21104,,24.84
93,21104,,24.84
93.2,21102,,24.82
96.1,21114,,24.74
97.1,21112,,24.72
97.2,21112,,24.72
98,21112,,24.72
98.1,11021169,,24.69
99.1,21113,,24.73
99.2,21113,,24.73
100,21113,,24.73
101.1,21165,,24.65
101.2,21165,,24.65
102,21165,,24.65
102.1,21160,,24.6
102.2,21160,,24.6
103,21100,,24.8
103.1,21160,,24.6
105,21111,,24.71
105.1,21112,,24.72
105.2,21112,,24.72
106,21112,,24.72
106.2,21111,,24.71
107,21111,,24.71
107.1,21111,,24.71
108,21111,,24.71
109.1,21105,,24.85
110,21105,,24.85
111,21100,,24.8
113.1,21109,,24.89
113.2,21109,,24.89
114,21109,,24.89
114.1,11021192,,24.92
114.2,21192,,24.92
115,21192,,24.92
115.1,21150,,24.5
116.1,21101,,24.81
116.2,21101,,24.81
117.1,21100,,24.8
119,21100,,24.8
119.1,21100,,24.8
119.2,21100,,24.8
120,21100,,24.8
120.1,21101,,24.81
120.2,21101,,24.81
121,21101,,24.81
122.1,21104,,24.84
122.2,21104,,24.84
