frame,f1 flow,f2 flow
210,25.01181818181818,23.15
211,25.01,23.1
212,25.02,23.11
213,25.026923076923076,23.15
214,25.034615384615385,23.15
215,25.04230769230769,23.15
216,25.05,23.17
217,25.086,23.15
218,25.125999999999998,23.15
219,25.13,23.2
220,25.13,23.19
221,25.148,23.26
222,25.145555555555553,23.31
223,25.14,23.3
224,25.163809523809526,23.31
225,25.187619047619048,23.34
226,25.145,23.31
227,25.120243902439025,23.29
228,25.09829268292683,23.25
229,25.076341463414636,23.17
230,25.05439024390244,23.13
231,25.05,23.13
232,24.968181818181815,23.11
233,24.95,23.14
234,24.98,23.17
235,25.013333333333332,23.19
236,25.02,23.23
237,25.02909090909091,23.25
238,25.05,23.25
239,25.07032258064516,23.29
240,25.092903225806452,23.29
241,25.115483870967743,23.24
242,25.12,23.22
243,25.15,23.25327868852459
244,25.15,23.268032786885243
245,25.15,23.2827868852459
246,25.15,23.297540983606556
247,25.137142857142855,23.31229508196721
248,25.122857142857143,23.32704918032787
249,25.12,23.33
250,25.15,23.23
251,25.114,23.14
252,25.074,23.08
253,25.034000000000002,23.05
254,25.046363636363637,23.03
255,25.05,23.01
256,25.12,23.05
257,25.159512195121952,23.05
258,25.20341463414634,23.1
259,25.247317073170734,23.11
260,25.291219512195124,23.15
261,25.308888888888887,23.19
262,25.23,23.21
263,25.22,23.23
264,25.229,23.21
265,25.092,23.18
266,25.032,23.18
267,25.02,23.19
268,25.029,23.21
269,25.01,23.25
270,25.017500000000002,23.22
271,25.025,23.2
272,25.0325,23.21
273,25.04,23.25
274,25.078571428571426,23.23
275,25.12142857142857,23.24
276,25.13,23.27
277,25.142857142857142,23.26
278,25.15714285714286,23.29
279,25.224,23.31
280,25.24,23.29
281,25.28090909090909,23.31
282,25.24,23.32
283,25.22,23.33
284,25.23,23.29
285,25.24,23.28
286,25.25,23.26
287,25.25,23.23
288,25.25,23.27
289,25.22,23.24
290,25.224,23.25
291,25.22,23.2
292,25.19157894736842,23.24
293,25.16,23.26
294,25.105333333333334,23.25
295,25.062,23.29
296,25.018666666666668,23.32
297,25.02263157894737,23.32
298,25.038421052631577,23.3
299,25.02,23.34
300,25.02,23.31
