frame,f1 flow,f2 flow
1,25.34,22.99
2,25.331818181818182,22.99
3,25.33,23.0
4,25.29,22.99
5,25.33,22.944545454545455
6,26.089032258064513,22.963684210526317
7,25.821290322580644,22.99
8,25.553548387096775,23.080909090909092
9,25.48,23.09
10,25.455,23.05666666666667
11,25.43,23.05
12,25.703,23.02
13,26.006333333333334,22.97
14,26.309666666666665,22.99
15,25.36,22.95
16,25.33,22.99
17,25.27888888888889,22.93
18,25.34,22.94
19,25.382105263157897,22.94909090909091
20,25.434736842105263,22.95
21,25.43,23.0
22,25.43,23.09
23,25.46,23.0
24,25.500909090909094,23.01
25,25.55,23.05
26,25.44,23.05
27,25.43709677419355,23.05
28,25.433870967741935,23.05
29,25.43064516129032,23.098000000000003
30,25.45,23.09111111111111
31,25.45,23.073636363636364
32,25.441666666666666,23.07
33,25.462222222222223,23.002222222222223
34,25.49,23.0
35,25.465,22.99
36,25.46,23.05
37,25.42,23.09
38,25.42,23.03
39,23.647000000000002,23.04
40,25.45,23.05
41,25.467777777777776,23.074
42,25.49,23.07
43,25.567777777777778,23.05
44,25.54,23.09
45,25.54,23.04
46,25.54888888888889,23.031111111111112
47,25.56,23.03
48,25.50272727272727,23.04
49,25.49,23.02888888888889
50,25.380526315789474,23.03
51,25.243684210526315,23.04
52,25.23,23.02777777777778
53,25.16,23.03
54,25.03,23.0
55,25.02,23.03
56,25.02,22.97
57,25.12,23.0
58,25.59,23.0
59,25.533333333333335,23.02
60,25.476666666666667,23.05
61,25.42,23.01
62,25.485999999999997,22.93
63,25.529999999999998,22.95
64,25.54,23.03
65,25.49,23.0
66,25.481666666666666,23.014285714285716
67,25.435555555555556,23.02857142857143
68,25.43,23.083333333333332
69,25.44818181818182,23.03
70,25.45,23.03
71,25.331818181818182,23.03
72,25.32,23.01
73,25.35,23.03
74,25.36,23.03
75,25.336666666666666,23.03
76,25.370344827586205,23.02
77,25.408275862068965,22.95
78,25.446206896551725,22.95
79,25.45,22.995454545454546
80,25.45,23.0
81,25.42,22.928
82,25.43,22.979090909090907
83,25.44818181818182,22.942
84,25.45,22.93
85,25.45909090909091,23.0
86,25.46,23.05
87,25.45047619047619,23.05
88,25.440952380952382,23.03181818181818
89,25.44,23.03
90,25.507,23.047777777777778
91,25.537,23.05
92,25.54,23.03
93,25.52181818181818,23.04
94,25.618181818181817,23.017368421052634
95,25.64,23.001578947368422
96,25.6,23.0
97,25.6,23.09
98,25.584444444444443,22.99
99,25.576666666666664,22.94
100,25.56,22.981666666666666
101,25.512,22.958
102,25.5,22.95
103,25.483870967741936,22.996666666666666
104,25.467741935483872,23.043333333333333
105,25.451612903225804,23.09
106,25.459,23.053636363636365
107,25.46,23.05
108,25.43,23.01
109,25.475454545454546,23.014736842105265
110,25.520909090909093,23.02
111,25.506,23.037777777777777
112,25.144444444444442,23.04
113,25.361,22.93
114,25.39,22.93
115,25.42777777777778,23.027
116,25.520000000000003,23.05666666666667
117,25.53,23.09
118,25.45,23.05
119,25.44,23.05
120,25.450000000000003,23.03
121,25.46,23.045555555555556
122,25.49,23.05
123,25.423333333333332,22.94090909090909
124,25.39,22.93
125,25.35666666666667,22.99
126,25.35,22.93
127,25.35,22.93
128,25.32,22.99
129,25.35125,23.01
130,25.3825,23.04
131,25.41375,23.04
132,25.42,23.054444444444446
133,25.43818181818182,23.05
134,25.431818181818183,23.04
135,25.43,23.054000000000002
136,25.364,23.05
137,25.35,23.05
138,25.35,23.03
139,25.08111111111111,23.105
140,25.35,23.12
141,25.3,23.105555555555558
142,25.29,23.127
143,25.231052631578947,23.13
144,25.21,23.15
145,25.25949152542373,23.157999999999998
146,25.27135593220339,23.15
147,25.28322033898305,23.15
148,25.29508474576271,23.095454545454544
149,25.306949152542373,23.09
150,25.318813559322034,23.078
151,25.338,23.064666666666668
152,25.34,23.051333333333336
153,25.34,23.05
154,25.33,23.02
155,25.3,22.993448275862068
156,25.32,22.972758620689657
157,25.34,22.952068965517242
158,25.35,22.95
159,25.35,22.95
160,25.352439024390243,22.92
161,25.35487804878049,22.95
162,25.35731707317073,22.95
163,25.359756097560975,22.99
164,25.36,23.004285714285714
165,25.32111111111111,23.018571428571427
166,25.32,23.02
167,25.34,23.03818181818182
168,25.36,23.04
169,25.366,23.05
170,25.386,23.04
171,25.39,23.04909090909091
172,25.44,23.05
173,25.522222222222222,23.047142857142855
174,25.53,22.999523809523808
175,25.56,22.954444444444444
176,25.53,22.95
177,25.53,22.95
178,25.53,22.99
179,25.54,22.99111111111111
180,25.54,22.99
181,25.55,22.95
182,23.45,22.994615384615383
183,25.240909090909103,22.99974358974359
184,25.38,23.004871794871796
185,25.33,23.01
186,25.336451612903225,22.942
187,25.342903225806452,22.99
188,25.34935483870968,22.95
189,25.35,23.0
190,25.39,22.936666666666667
191,25.38,22.945555555555558
192,25.35,22.94
193,25.33,22.9
194,25.33,22.858333333333334
195,25.332758620689653,22.885555555555555
196,25.336206896551722,22.89
197,25.339655172413792,22.89
198,25.34,22.935
199,25.39,22.985
200,25.383333333333333,22.99
201,25.39,22.95
202,25.42,23.080000000000002
203,25.418000000000003,23.09
204,25.365263157894738,22.99
205,25.296842105263156,22.99
206,25.242,22.99
207,25.28333333333333,22.99
208,25.244999999999997,22.99
209,25.24,23.05
210,25.246363636363636,23.09
211,25.25888888888889,23.08325
212,25.26,23.07575
213,25.341818181818184,23.06825
214,25.35,23.06075
215,25.33,23.053250000000002
216,25.348181818181818,23.04575
217,25.35,23.03825
218,25.42,23.03075
219,25.36,23.06692307692308
220,25.33,23.10794871794872
221,25.39,23.14897435897436
222,26.43,23.19
223,25.61181818181818,22.99
224,25.53,22.93
225,25.65111111111111,22.94
226,25.52,22.99
227,25.52,23.0
228,25.456363636363637,23.02
229,25.45,23.05
230,25.39,23.032
231,25.34,23.09
232,25.33,23.05
233,25.29,23.04
234,25.265862068965518,23.04
235,25.310689655172414,23.05
236,25.35551724137931,23.05
237,25.36,23.05
238,25.39,23.058
239,25.43,23.05
240,25.43,23.05
241,25.396315789473686,23.05
242,25.35421052631579,23.086
243,25.35,23.04
244,25.34,22.59
245,25.34,22.94
246,25.36,22.99
247,25.35,22.95
248,25.355,22.93
249,25.35,22.95842105263158
250,25.35,22.99
251,25.383333333333336,22.99
252,25.416666666666668,22.95
253,25.42,22.99
254,25.39,22.99
255,25.39,22.99
256,25.417272727272728,23.04
257,25.444545454545455,23.1
258,25.45,23.12
259,25.43,23.062727272727273
260,25.44,23.05
261,25.43,23.09
262,25.46,23.09
263,25.43887323943662,23.05
264,25.41774647887324,23.09
265,25.39661971830986,22.99
266,25.375492957746477,22.99
267,25.354366197183097,23.09
268,25.333239436619717,23.02
269,25.312112676056337,22.99
270,25.31,22.95
271,25.31,22.95
272,25.31,22.95
273,25.34,22.95
274,25.33,22.94
275,25.34,22.99
276,25.378095238095238,22.89
277,25.416190476190476,22.99
278,25.42,22.92
279,25.42,22.9
280,25.345,22.9
281,25.33,22.9
282,25.33,22.94
283,25.33,22.95
284,25.333636363636362,22.94
285,25.33,22.95
286,25.33,22.95
287,25.33,22.95
288,25.427,22.9
289,25.445999999999998,22.89
290,25.432222222222222,22.89
291,25.412,22.93
292,25.392,22.93
293,25.39,22.95
294,25.384444444444444,22.95
295,25.39,22.99
296,25.33,23.04
297,25.33,23.05
298,25.33,23.05
299,25.39,23.04
300,25.39,23.09
