frame,f1 flow,f2 flow
1,25.03,23.08
2,25.03,23.01
3,25.05,23.06
4,25.06,23.06
5,25.03,23.09
6,25.01222222222222,23.01
7,24.99,23.05
8,25.016666666666666,23.05
9,25.002222222222223,23.14
10,25.02,23.184444444444445
11,24.9,23.24
12,25.025555555555556,23.21
13,25.02,23.274
14,25.02,23.29
15,25.0,23.3
16,25.013333333333335,23.31
17,25.03,23.29
18,25.0,23.29
19,25.0,23.28
20,24.93,23.29
21,24.93,23.21
22,24.99157894736842,23.25
23,25.06,23.21
24,25.09111111111111,23.26
25,25.13,23.267777777777777
26,25.16,23.29
27,25.15090909090909,23.29
28,25.23,23.27
29,25.254,23.244999999999997
30,25.18,23.24
31,25.133333333333333,23.24
32,25.2,23.23
33,25.13,23.21
34,25.125,23.29
35,25.12,23.21
36,25.09,23.29
37,25.036,23.26
38,25.1,23.21
39,25.08,23.21
40,25.06,23.31
41,25.078,23.3
42,25.116,23.26
43,25.157894736842106,23.26
44,25.2,23.27
45,25.2,23.29
46,25.227,23.32
47,25.221724137931034,23.28
48,25.211379310344828,23.24
49,25.20103448275862,23.22
50,25.26,23.25
51,25.26,23.23
52,25.26,23.21
53,25.26,23.2
54,25.23,23.19
55,25.274444444444445,23.23
56,25.25,23.25
57,25.25,23.24
58,25.262631578947367,23.23
59,25.27842105263158,23.25
60,25.33,23.21
61,25.321,23.25
62,25.38,23.3
63,25.35,23.21
64,25.36,23.29
65,25.332727272727272,23.33
66,25.305454545454545,23.31
67,25.264444444444443,23.3
68,25.22,23.21
69,25.184444444444445,23.32
70,25.12,23.21
71,25.12,23.31
72,25.12,23.29
73,25.12,23.25
74,25.12,23.25
75,25.105263157894736,23.25
76,25.03684210526316,23.23
77,25.052222222222223,23.25
78,25.08,23.277
79,25.03,23.26
80,25.071666666666665,23.25
81,25.05894736842105,23.26
82,25.03263157894737,23.25
83,25.08,23.29
84,25.10142857142857,23.33
85,25.122857142857143,23.33
86,25.144285714285715,23.33
87,25.165714285714284,23.31
88,25.187142857142856,23.29
89,25.208571428571428,23.3
90,25.23,23.33
91,25.25,23.3
92,25.262631578947367,23.32
93,25.27842105263158,23.28
94,25.26,23.22
95,25.233333333333334,23.21
96,25.29,23.2
97,25.223684210526315,23.11
98,25.25,23.1
99,25.24111111111111,23.04
100,25.258,23.03
101,25.278000000000002,23.04
102,25.2,23.06
103,25.2,23.04
104,25.192,23.1
105,25.182,23.13
106,25.167368421052632,23.22
107,25.15157894736842,23.25
108,25.135789473684213,23.21
109,25.12,23.29
110,25.12,23.29
111,25.12,23.32
112,25.128,23.24
113,25.137999999999998,23.23
114,25.148,23.21
115,25.189999999999998,23.19
116,25.155555555555555,23.23
117,25.135714285714286,23.23
118,25.117857142857144,23.2
119,25.1,23.15
120,25.094,23.21
121,25.087333333333333,23.24
122,25.080666666666666,23.2
123,25.06,23.22
124,25.1,23.21
125,25.18,23.234545454545454
126,25.211111111111112,23.24
127,25.25,23.31
128,25.209999999999997,23.3
129,25.205714285714286,23.288
130,25.212857142857143,23.29
131,25.22,23.31
132,25.22,23.3
133,25.224444444444444,23.35
134,25.23,23.29
135,25.216666666666665,23.23
136,25.2,23.24
137,25.183333333333334,23.2
138,25.224444444444444,23.21
139,25.195862068965518,23.18
140,25.157931034482758,23.19
141,25.12,23.19
142,25.122758620689655,23.21
143,25.126206896551725,23.22
144,25.12965517241379,23.21
145,25.103,23.25
146,25.10842105263158,23.22
147,25.118947368421054,23.23
148,25.138947368421054,23.2
149,25.16,23.15
150,25.150689655172414,23.11
151,25.140344827586205,23.16
152,25.13,23.182727272727274
153,25.16,23.19
154,25.157241379310346,23.19
155,25.153793103448276,23.21
156,25.150344827586206,23.19
157,25.177,23.23
158,25.18888888888889,23.24
159,25.2,23.25
160,25.16190476190476,23.21
161,25.123809523809523,23.24
162,25.10105263157895,23.22
163,25.08,23.212
164,25.08,23.22
165,25.06,23.139999999999997
166,25.06,23.13
167,25.04736842105263,23.11
168,25.031578947368423,23.13
169,25.017142857142858,23.14
170,25.002857142857142,23.19
171,25.01263157894737,23.25
172,25.02842105263158,23.29
173,25.09,23.33
174,25.09,23.36
175,25.095882352941178,23.377
176,25.101764705882353,23.33
177,25.10764705882353,23.34
178,25.113529411764706,23.3
179,25.119411764705884,23.23
180,25.04,23.21
181,24.98,23.19
182,24.95,23.22
183,24.95,23.11
184,24.98,23.23
185,25.03,23.26
186,24.939090909090908,23.32
187,25.06,23.35
188,25.03,23.35
189,25.12,23.35
190,25.155555555555555,23.32
191,25.14315789473684,23.363333333333333
192,25.122105263157895,23.35
193,25.169090909090908,23.31
194,25.135555555555555,23.22
195,25.08,23.22
196,25.085,23.2
197,25.09,23.19
198,25.08,23.19
199,25.089473684210525,23.14
200,25.1,23.1
201,25.125,23.15
202,25.155714285714286,23.148
203,25.18785714285714,23.14
204,25.22,23.15
205,25.224444444444444,23.16
206,25.23,23.176363636363636
207,25.25857142857143,23.188000000000002
208,25.287142857142857,23.19
209,25.281000000000002,23.18
210,25.251578947368422,23.2
211,25.22,23.25
212,25.204,23.24
213,25.27111111111111,23.22
214,25.235,23.2
215,25.22,23.25
216,25.191999999999997,23.25
217,25.156999999999996,23.21
218,25.16,23.26
219,25.14095238095238,23.21
220,25.121904761904762,23.19
221,25.069473684210525,23.19
222,25.006315789473685,23.19
223,25.009473684210526,23.13
224,25.02,23.16
225,24.98,23.12
226,24.93,23.13
227,25.02,23.15
228,25.06,23.16
229,25.092000000000002,23.16
230,25.148,23.11
231,25.133333333333333,23.19
232,25.211818181818185,23.19
233,25.225555555555555,23.21
234,25.22,23.22
235,25.185128205128205,23.25
236,25.14153846153846,23.21727272727273
237,25.097948717948718,23.21
238,25.054358974358976,23.25
239,25.07,23.3
240,25.095000000000002,23.26
241,25.055555555555557,23.21
242,25.054444444444446,23.22
243,25.06,23.22
244,25.032727272727275,23.19
245,25.021,23.23
246,25.02,23.21
247,25.054137931034482,23.24
248,25.092068965517242,23.25
249,25.13,23.29
250,25.136,23.26
251,25.142,23.25
252,25.148,23.25
253,25.154,23.26
254,25.16,23.21
255,25.16,23.21
256,25.05,23.21
257,25.034000000000002,23.2
258,25.03,23.19
259,25.08,23.19
260,25.05,23.11
261,25.081111111111113,23.15
262,25.12,23.11
263,25.09,23.11
264,25.09777777777778,23.19181818181818
265,25.153333333333332,23.21
266,25.16,23.11
267,25.097,23.19
268,25.134,23.19
269,25.189,23.19
270,25.20888888888889,23.2
271,25.22,23.11
272,25.255555555555556,23.15
273,25.25526315789474,23.11
274,25.25,23.15
275,25.25,23.15
276,25.19,23.15
277,25.115000000000002,23.19
278,25.09,23.19
279,25.09,23.23
280,25.049999999999997,23.24
281,25.02,23.11
282,24.98,23.2
283,25.05,23.11
284,25.032,23.15
285,25.05,23.13
286,25.073999999999998,23.11
287,25.04,23.09
288,25.057777777777776,23.14
289,25.04,23.22
290,25.04,23.23
291,25.03181818181818,23.24
292,25.09,23.21
293,25.02,23.3
294,24.993333333333332,23.28
295,25.02,23.255
296,25.06,23.25
297,25.08,23.26
298,25.08,23.26
299,25.106666666666666,23.26
300,25.14,23.24
